,id,name,grade level,course,course score
10825,0850,James Williams,10,Geometry,87
10826,0850,James Williams,10,Chemistry,70
10827,0850,James Williams,10,World History,80
10828,0850,James Williams,10,English 2,97
10829,0850,James Williams,10,Physical Education,73
10830,0850,James Williams,11,Algebra 2,82
10831,0850,James Williams,11,Physics,70
10832,0850,James Williams,11,American History,82
10833,0850,James Williams,11,English 3,100
10834,0850,James Williams,11,Yearbook,70
10835,0850,James Williams,12,Precalculus,81
10836,0850,James Williams,12,Anatomy,70
10837,0850,James Williams,12,Economics,86
10838,0850,James Williams,12,English 4,100
10839,0850,James Williams,12,Physical Education,70
10840,0851,Frederick Miller,9,Algebra 1,83
10841,0851,Frederick Miller,9,Biology,87
10842,0851,Frederick Miller,9,World Geography,72
10843,0851,Frederick Miller,9,English 1,81
10844,0851,Frederick Miller,9,Physical Education,95
10845,0851,Frederick Miller,10,Geometry,78
10846,0851,Frederick Miller,10,Chemistry,90
10847,0851,Frederick Miller,10,World History,72
10848,0851,Frederick Miller,10,English 2,79
10849,0851,Frederick Miller,10,Music,90
10850,0852,Rebecca Clark,9,Geometry,76
10851,0852,Rebecca Clark,9,Biology,97
10852,0852,Rebecca Clark,9,World Geography,95
10853,0852,Rebecca Clark,9,English 1,100
10854,0852,Rebecca Clark,9,Music,95
10855,0852,Rebecca Clark,10,Algebra 2,81
10856,0852,Rebecca Clark,10,Chemistry,98
10857,0852,Rebecca Clark,10,World History,90
10858,0852,Rebecca Clark,10,English 2,100
10859,0852,Rebecca Clark,10,Computer Science,97
10860,0852,Rebecca Clark,11,Precalculus,77
10861,0852,Rebecca Clark,11,Physics,99
10862,0852,Rebecca Clark,11,American History,92
10863,0852,Rebecca Clark,11,English 3,98
10864,0852,Rebecca Clark,11,Yearbook,100
10865,0852,Rebecca Clark,12,Calculus,77
10866,0852,Rebecca Clark,12,Environmental Science,100
10867,0852,Rebecca Clark,12,Economics,94
10868,0852,Rebecca Clark,12,English 4,93
10869,0852,Rebecca Clark,12,Yearbook,100
10870,0853,Adrian Martin,9,Algebra 1,80
10871,0853,Adrian Martin,9,Biology,92
10872,0853,Adrian Martin,9,World Geography,90
10873,0853,Adrian Martin,9,English 1,91
10874,0853,Adrian Martin,9,Cooking,96
10875,0853,Adrian Martin,10,Geometry,75
10876,0853,Adrian Martin,10,Chemistry,92
10877,0853,Adrian Martin,10,World History,86
10878,0853,Adrian Martin,10,English 2,87
10879,0853,Adrian Martin,10,Computer Science,100
10880,0853,Adrian Martin,11,Algebra 2,75
10881,0853,Adrian Martin,11,Physics,96
10882,0853,Adrian Martin,11,American History,82
10883,0853,Adrian Martin,11,English 3,84
10884,0853,Adrian Martin,11,Music,95
10885,0854,Courtney Stone,9,Geometry,75
10886,0854,Courtney Stone,9,Biology,76
10887,0854,Courtney Stone,9,World Geography,73
10888,0854,Courtney Stone,9,English 1,76
10889,0854,Courtney Stone,9,Physical Education,85
10890,0854,Courtney Stone,10,Algebra 2,80
10891,0854,Courtney Stone,10,Chemistry,78
10892,0854,Courtney Stone,10,World History,76
10893,0854,Courtney Stone,10,English 2,76
10894,0854,Courtney Stone,10,Computer Science,85
10895,0854,Courtney Stone,11,Precalculus,85
10896,0854,Courtney Stone,11,Physics,79
10897,0854,Courtney Stone,11,American History,79
10898,0854,Courtney Stone,11,English 3,72
10899,0854,Courtney Stone,11,Yearbook,81
10900,0854,Courtney Stone,12,Calculus,89
10901,0854,Courtney Stone,12,Astronomy,79
10902,0854,Courtney Stone,12,American Government,78
10903,0854,Courtney Stone,12,English 4,72
10904,0854,Courtney Stone,12,Computer Science,85
10905,0855,Philip Hubbard,9,Algebra 1,77
10906,0855,Philip Hubbard,9,Biology,82
10907,0855,Philip Hubbard,9,World Geography,77
10908,0855,Philip Hubbard,9,English 1,92
10909,0855,Philip Hubbard,9,Studio Art,98
10910,0856,Sarah Jimenez PhD,9,Geometry,74
10911,0856,Sarah Jimenez PhD,9,Biology,95
10912,0856,Sarah Jimenez PhD,9,World Geography,82
10913,0856,Sarah Jimenez PhD,9,English 1,75
10914,0856,Sarah Jimenez PhD,9,Studio Art,83
10915,0856,Sarah Jimenez PhD,10,Algebra 2,74
10916,0856,Sarah Jimenez PhD,10,Chemistry,97
10917,0856,Sarah Jimenez PhD,10,World History,82
10918,0856,Sarah Jimenez PhD,10,English 2,80
10919,0856,Sarah Jimenez PhD,10,Computer Science,81
10920,0857,Karen Mckenzie,9,Algebra 1,86
10921,0857,Karen Mckenzie,9,Biology,77
10922,0857,Karen Mckenzie,9,World Geography,89
10923,0857,Karen Mckenzie,9,English 1,76
10924,0857,Karen Mckenzie,9,Music,88
10925,0858,Brandon Stanley,9,Algebra 1,94
10926,0858,Brandon Stanley,9,Biology,73
10927,0858,Brandon Stanley,9,World Geography,82
10928,0858,Brandon Stanley,9,English 1,70
10929,0858,Brandon Stanley,9,Physical Education,99
10930,0858,Brandon Stanley,10,Geometry,99
10931,0858,Brandon Stanley,10,Chemistry,75
10932,0858,Brandon Stanley,10,World History,79
10933,0858,Brandon Stanley,10,English 2,70
10934,0858,Brandon Stanley,10,Yearbook,100
10935,0858,Brandon Stanley,11,Algebra 2,96
10936,0858,Brandon Stanley,11,Physics,76
10937,0858,Brandon Stanley,11,American History,75
10938,0858,Brandon Stanley,11,English 3,75
10939,0858,Brandon Stanley,11,Computer Science,96
10940,0859,Jacob Miles,9,Geometry,76
10941,0859,Jacob Miles,9,Biology,78
10942,0859,Jacob Miles,9,World Geography,79
10943,0859,Jacob Miles,9,English 1,78
10944,0859,Jacob Miles,9,Physical Education,84
10945,0859,Jacob Miles,10,Algebra 2,72
10946,0859,Jacob Miles,10,Chemistry,79
10947,0859,Jacob Miles,10,World History,81
10948,0859,Jacob Miles,10,English 2,77
10949,0859,Jacob Miles,10,Yearbook,80
10950,0859,Jacob Miles,11,Precalculus,74
10951,0859,Jacob Miles,11,Physics,77
10952,0859,Jacob Miles,11,American History,79
10953,0859,Jacob Miles,11,English 3,80
10954,0859,Jacob Miles,11,Yearbook,80
10955,0860,Michele Brooks,9,Algebra 1,78
10956,0860,Michele Brooks,9,Biology,93
10957,0860,Michele Brooks,9,World Geography,86
10958,0860,Michele Brooks,9,English 1,94
10959,0860,Michele Brooks,9,Cooking,98
10960,0860,Michele Brooks,10,Geometry,83
10961,0860,Michele Brooks,10,Chemistry,96
10962,0860,Michele Brooks,10,World History,84
10963,0860,Michele Brooks,10,English 2,94
10964,0860,Michele Brooks,10,Music,99
10965,0861,Harold Martinez,9,Algebra 1,88
10966,0861,Harold Martinez,9,Biology,93
10967,0861,Harold Martinez,9,World Geography,83
10968,0861,Harold Martinez,9,English 1,76
10969,0861,Harold Martinez,9,Cooking,89
10970,0861,Harold Martinez,10,Geometry,93
10971,0861,Harold Martinez,10,Chemistry,94
10972,0861,Harold Martinez,10,World History,84
10973,0861,Harold Martinez,10,English 2,81
10974,0861,Harold Martinez,10,Music,88
10975,0862,Jacob Romero,9,Algebra 1,87
10976,0862,Jacob Romero,9,Biology,94
10977,0862,Jacob Romero,9,World Geography,100
10978,0862,Jacob Romero,9,English 1,75
10979,0862,Jacob Romero,9,Music,80
10980,0862,Jacob Romero,10,Geometry,83
10981,0862,Jacob Romero,10,Chemistry,95
10982,0862,Jacob Romero,10,World History,100
10983,0862,Jacob Romero,10,English 2,74
10984,0862,Jacob Romero,10,Yearbook,84
10985,0862,Jacob Romero,11,Algebra 2,79
10986,0862,Jacob Romero,11,Physics,100
10987,0862,Jacob Romero,11,American History,98
10988,0862,Jacob Romero,11,English 3,70
10989,0862,Jacob Romero,11,Cooking,86
10990,0862,Jacob Romero,12,Precalculus,81
10991,0862,Jacob Romero,12,Environmental Science,100
10992,0862,Jacob Romero,12,American Government,100
10993,0862,Jacob Romero,12,English 4,72
10994,0862,Jacob Romero,12,Music,91
10995,0863,Angelica James,9,Algebra 1,70
10996,0863,Angelica James,9,Biology,94
10997,0863,Angelica James,9,World Geography,92
10998,0863,Angelica James,9,English 1,77
10999,0863,Angelica James,9,Computer Science,84
11000,0863,Angelica James,10,Geometry,70
11001,0863,Angelica James,10,Chemistry,94
11002,0863,Angelica James,10,World History,91
11003,0863,Angelica James,10,English 2,75
11004,0863,Angelica James,10,Computer Science,79
11005,0863,Angelica James,11,Algebra 2,75
11006,0863,Angelica James,11,Physics,99
11007,0863,Angelica James,11,American History,88
11008,0863,Angelica James,11,English 3,70
11009,0863,Angelica James,11,Studio Art,84
11010,0863,Angelica James,12,Precalculus,79
11011,0863,Angelica James,12,Astronomy,99
11012,0863,Angelica James,12,Economics,87
11013,0863,Angelica James,12,English 4,70
11014,0863,Angelica James,12,Computer Science,83
11015,0864,Jasmin Molina,9,Geometry,78
11016,0864,Jasmin Molina,9,Biology,81
11017,0864,Jasmin Molina,9,World Geography,85
11018,0864,Jasmin Molina,9,English 1,82
11019,0864,Jasmin Molina,9,Music,88
11020,0864,Jasmin Molina,10,Algebra 2,73
11021,0864,Jasmin Molina,10,Chemistry,83
11022,0864,Jasmin Molina,10,World History,84
11023,0864,Jasmin Molina,10,English 2,80
11024,0864,Jasmin Molina,10,Physical Education,84
11025,0864,Jasmin Molina,11,Precalculus,70
11026,0864,Jasmin Molina,11,Physics,86
11027,0864,Jasmin Molina,11,American History,88
11028,0864,Jasmin Molina,11,English 3,82
11029,0864,Jasmin Molina,11,Yearbook,87
11030,0865,Kevin Silva,9,Geometry,89
11031,0865,Kevin Silva,9,Biology,97
11032,0865,Kevin Silva,9,World Geography,83
11033,0865,Kevin Silva,9,English 1,92
11034,0865,Kevin Silva,9,Physical Education,98
11035,0866,Thomas Rivers,9,Geometry,90
11036,0866,Thomas Rivers,9,Biology,85
11037,0866,Thomas Rivers,9,World Geography,98
11038,0866,Thomas Rivers,9,English 1,95
11039,0866,Thomas Rivers,9,Physical Education,83
11040,0866,Thomas Rivers,10,Algebra 2,86
11041,0866,Thomas Rivers,10,Chemistry,81
11042,0866,Thomas Rivers,10,World History,100
11043,0866,Thomas Rivers,10,English 2,94
11044,0866,Thomas Rivers,10,Studio Art,80
11045,0867,Corey Wallace,9,Geometry,90
11046,0867,Corey Wallace,9,Biology,100
11047,0867,Corey Wallace,9,World Geography,77
11048,0867,Corey Wallace,9,English 1,81
11049,0867,Corey Wallace,9,Studio Art,95
11050,0867,Corey Wallace,10,Algebra 2,85
11051,0867,Corey Wallace,10,Chemistry,99
11052,0867,Corey Wallace,10,World History,78
11053,0867,Corey Wallace,10,English 2,85
11054,0867,Corey Wallace,10,Yearbook,99
11055,0867,Corey Wallace,11,Precalculus,84
11056,0867,Corey Wallace,11,Physics,100
11057,0867,Corey Wallace,11,American History,77
11058,0867,Corey Wallace,11,English 3,87
11059,0867,Corey Wallace,11,Yearbook,94
11060,0867,Corey Wallace,12,Calculus,80
11061,0867,Corey Wallace,12,Environmental Science,100
11062,0867,Corey Wallace,12,American Government,72
11063,0867,Corey Wallace,12,English 4,82
11064,0867,Corey Wallace,12,Physical Education,93
11065,0868,Kimberly Vega,9,Algebra 1,89
11066,0868,Kimberly Vega,9,Biology,75
11067,0868,Kimberly Vega,9,World Geography,84
11068,0868,Kimberly Vega,9,English 1,86
11069,0868,Kimberly Vega,9,Cooking,79
11070,0868,Kimberly Vega,10,Geometry,89
11071,0868,Kimberly Vega,10,Chemistry,76
11072,0868,Kimberly Vega,10,World History,82
11073,0868,Kimberly Vega,10,English 2,86
11074,0868,Kimberly Vega,10,Yearbook,84
11075,0868,Kimberly Vega,11,Algebra 2,84
11076,0868,Kimberly Vega,11,Physics,78
11077,0868,Kimberly Vega,11,American History,80
11078,0868,Kimberly Vega,11,English 3,90
11079,0868,Kimberly Vega,11,Physical Education,85
11080,0869,Matthew Brown,9,Algebra 1,97
11081,0869,Matthew Brown,9,Biology,90
11082,0869,Matthew Brown,9,World Geography,99
11083,0869,Matthew Brown,9,English 1,100
11084,0869,Matthew Brown,9,Yearbook,97
11085,0869,Matthew Brown,10,Geometry,97
11086,0869,Matthew Brown,10,Chemistry,86
11087,0869,Matthew Brown,10,World History,100
11088,0869,Matthew Brown,10,English 2,100
11089,0869,Matthew Brown,10,Cooking,97
11090,0869,Matthew Brown,11,Algebra 2,92
11091,0869,Matthew Brown,11,Physics,87
11092,0869,Matthew Brown,11,American History,97
11093,0869,Matthew Brown,11,English 3,100
11094,0869,Matthew Brown,11,Cooking,92
11095,0870,Michael Jacobs,9,Geometry,77
11096,0870,Michael Jacobs,9,Biology,89
11097,0870,Michael Jacobs,9,World Geography,100
11098,0870,Michael Jacobs,9,English 1,99
11099,0870,Michael Jacobs,9,Yearbook,77
11100,0870,Michael Jacobs,10,Algebra 2,78
11101,0870,Michael Jacobs,10,Chemistry,87
11102,0870,Michael Jacobs,10,World History,100
11103,0870,Michael Jacobs,10,English 2,97
11104,0870,Michael Jacobs,10,Yearbook,77
11105,0870,Michael Jacobs,11,Precalculus,80
11106,0870,Michael Jacobs,11,Physics,88
11107,0870,Michael Jacobs,11,American History,100
11108,0870,Michael Jacobs,11,English 3,94
11109,0870,Michael Jacobs,11,Cooking,79
11110,0871,Richard Guerrero,9,Geometry,71
11111,0871,Richard Guerrero,9,Biology,95
11112,0871,Richard Guerrero,9,World Geography,70
11113,0871,Richard Guerrero,9,English 1,86
11114,0871,Richard Guerrero,9,Music,79
11115,0871,Richard Guerrero,10,Algebra 2,72
11116,0871,Richard Guerrero,10,Chemistry,99
11117,0871,Richard Guerrero,10,World History,70
11118,0871,Richard Guerrero,10,English 2,88
11119,0871,Richard Guerrero,10,Yearbook,82
11120,0871,Richard Guerrero,11,Precalculus,72
11121,0871,Richard Guerrero,11,Physics,100
11122,0871,Richard Guerrero,11,American History,70
11123,0871,Richard Guerrero,11,English 3,85
11124,0871,Richard Guerrero,11,Yearbook,79
11125,0872,Daniel Garrett,9,Algebra 1,97
11126,0872,Daniel Garrett,9,Biology,73
11127,0872,Daniel Garrett,9,World Geography,74
11128,0872,Daniel Garrett,9,English 1,81
11129,0872,Daniel Garrett,9,Studio Art,90
11130,0872,Daniel Garrett,10,Geometry,99
11131,0872,Daniel Garrett,10,Chemistry,72
11132,0872,Daniel Garrett,10,World History,73
11133,0872,Daniel Garrett,10,English 2,83
11134,0872,Daniel Garrett,10,Physical Education,88
11135,0872,Daniel Garrett,11,Algebra 2,98
11136,0872,Daniel Garrett,11,Physics,70
11137,0872,Daniel Garrett,11,American History,75
11138,0872,Daniel Garrett,11,English 3,81
11139,0872,Daniel Garrett,11,Music,87
11140,0873,Martin Caldwell,9,Geometry,76
11141,0873,Martin Caldwell,9,Biology,74
11142,0873,Martin Caldwell,9,World Geography,80
11143,0873,Martin Caldwell,9,English 1,79
11144,0873,Martin Caldwell,9,Cooking,88
11145,0873,Martin Caldwell,10,Algebra 2,78
11146,0873,Martin Caldwell,10,Chemistry,70
11147,0873,Martin Caldwell,10,World History,76
11148,0873,Martin Caldwell,10,English 2,82
11149,0873,Martin Caldwell,10,Cooking,86
11150,0874,Javier Harris,9,Geometry,89
11151,0874,Javier Harris,9,Biology,75
11152,0874,Javier Harris,9,World Geography,80
11153,0874,Javier Harris,9,English 1,86
11154,0874,Javier Harris,9,Physical Education,99
11155,0874,Javier Harris,10,Algebra 2,84
11156,0874,Javier Harris,10,Chemistry,70
11157,0874,Javier Harris,10,World History,80
11158,0874,Javier Harris,10,English 2,87
11159,0874,Javier Harris,10,Studio Art,100
11160,0875,Sarah Brown,9,Geometry,80
11161,0875,Sarah Brown,9,Biology,70
11162,0875,Sarah Brown,9,World Geography,71
11163,0875,Sarah Brown,9,English 1,90
11164,0875,Sarah Brown,9,Cooking,88
11165,0876,Richard Nelson,9,Algebra 1,88
11166,0876,Richard Nelson,9,Biology,94
11167,0876,Richard Nelson,9,World Geography,93
11168,0876,Richard Nelson,9,English 1,92
11169,0876,Richard Nelson,9,Studio Art,76
11170,0876,Richard Nelson,10,Geometry,92
11171,0876,Richard Nelson,10,Chemistry,98
11172,0876,Richard Nelson,10,World History,92
11173,0876,Richard Nelson,10,English 2,95
11174,0876,Richard Nelson,10,Physical Education,76
11175,0876,Richard Nelson,11,Algebra 2,91
11176,0876,Richard Nelson,11,Physics,100
11177,0876,Richard Nelson,11,American History,92
11178,0876,Richard Nelson,11,English 3,93
11179,0876,Richard Nelson,11,Computer Science,78
11180,0876,Richard Nelson,12,Precalculus,92
11181,0876,Richard Nelson,12,Environmental Science,100
11182,0876,Richard Nelson,12,Economics,92
11183,0876,Richard Nelson,12,English 4,94
11184,0876,Richard Nelson,12,Computer Science,80
11185,0877,Emily Ramos,9,Algebra 1,88
11186,0877,Emily Ramos,9,Biology,85
11187,0877,Emily Ramos,9,World Geography,85
11188,0877,Emily Ramos,9,English 1,88
11189,0877,Emily Ramos,9,Studio Art,99
11190,0877,Emily Ramos,10,Geometry,83
11191,0877,Emily Ramos,10,Chemistry,80
11192,0877,Emily Ramos,10,World History,88
11193,0877,Emily Ramos,10,English 2,90
11194,0877,Emily Ramos,10,Studio Art,98
11195,0877,Emily Ramos,11,Algebra 2,82
11196,0877,Emily Ramos,11,Physics,84
11197,0877,Emily Ramos,11,American History,89
11198,0877,Emily Ramos,11,English 3,94
11199,0877,Emily Ramos,11,Physical Education,95
11200,0878,Brooke Dunn MD,9,Algebra 1,95
11201,0878,Brooke Dunn MD,9,Biology,70
11202,0878,Brooke Dunn MD,9,World Geography,76
11203,0878,Brooke Dunn MD,9,English 1,81
11204,0878,Brooke Dunn MD,9,Studio Art,94
11205,0879,Stephen Lewis DDS,9,Geometry,95
11206,0879,Stephen Lewis DDS,9,Biology,79
11207,0879,Stephen Lewis DDS,9,World Geography,84
11208,0879,Stephen Lewis DDS,9,English 1,75
11209,0879,Stephen Lewis DDS,9,Yearbook,81
11210,0879,Stephen Lewis DDS,10,Algebra 2,90
11211,0879,Stephen Lewis DDS,10,Chemistry,78
11212,0879,Stephen Lewis DDS,10,World History,83
11213,0879,Stephen Lewis DDS,10,English 2,74
11214,0879,Stephen Lewis DDS,10,Cooking,82
11215,0879,Stephen Lewis DDS,11,Precalculus,92
11216,0879,Stephen Lewis DDS,11,Physics,83
11217,0879,Stephen Lewis DDS,11,American History,86
11218,0879,Stephen Lewis DDS,11,English 3,77
11219,0879,Stephen Lewis DDS,11,Music,81
11220,0880,Benjamin Lamb,9,Algebra 1,77
11221,0880,Benjamin Lamb,9,Biology,96
11222,0880,Benjamin Lamb,9,World Geography,86
11223,0880,Benjamin Lamb,9,English 1,72
11224,0880,Benjamin Lamb,9,Physical Education,93
11225,0880,Benjamin Lamb,10,Geometry,76
11226,0880,Benjamin Lamb,10,Chemistry,95
11227,0880,Benjamin Lamb,10,World History,85
11228,0880,Benjamin Lamb,10,English 2,70
11229,0880,Benjamin Lamb,10,Music,94
11230,0880,Benjamin Lamb,11,Algebra 2,78
11231,0880,Benjamin Lamb,11,Physics,90
11232,0880,Benjamin Lamb,11,American History,87
11233,0880,Benjamin Lamb,11,English 3,71
11234,0880,Benjamin Lamb,11,Physical Education,96
11235,0880,Benjamin Lamb,12,Precalculus,73
11236,0880,Benjamin Lamb,12,Astronomy,95
11237,0880,Benjamin Lamb,12,Economics,90
11238,0880,Benjamin Lamb,12,English 4,70
11239,0880,Benjamin Lamb,12,Music,95
11240,0881,Autumn Villanueva,9,Algebra 1,93
11241,0881,Autumn Villanueva,9,Biology,74
11242,0881,Autumn Villanueva,9,World Geography,81
11243,0881,Autumn Villanueva,9,English 1,89
11244,0881,Autumn Villanueva,9,Yearbook,81
11245,0881,Autumn Villanueva,10,Geometry,89
11246,0881,Autumn Villanueva,10,Chemistry,72
11247,0881,Autumn Villanueva,10,World History,85
11248,0881,Autumn Villanueva,10,English 2,87
11249,0881,Autumn Villanueva,10,Music,78
11250,0881,Autumn Villanueva,11,Algebra 2,92
11251,0881,Autumn Villanueva,11,Physics,76
11252,0881,Autumn Villanueva,11,American History,84
11253,0881,Autumn Villanueva,11,English 3,85
11254,0881,Autumn Villanueva,11,Studio Art,82
11255,0881,Autumn Villanueva,12,Precalculus,87
11256,0881,Autumn Villanueva,12,Anatomy,74
11257,0881,Autumn Villanueva,12,American Government,80
11258,0881,Autumn Villanueva,12,English 4,86
11259,0881,Autumn Villanueva,12,Computer Science,79
11260,0882,Daniel Cox,9,Algebra 1,77
11261,0882,Daniel Cox,9,Biology,80
11262,0882,Daniel Cox,9,World Geography,70
11263,0882,Daniel Cox,9,English 1,93
11264,0882,Daniel Cox,9,Computer Science,91
11265,0882,Daniel Cox,10,Geometry,76
11266,0882,Daniel Cox,10,Chemistry,77
11267,0882,Daniel Cox,10,World History,70
11268,0882,Daniel Cox,10,English 2,95
11269,0882,Daniel Cox,10,Computer Science,94
11270,0882,Daniel Cox,11,Algebra 2,79
11271,0882,Daniel Cox,11,Physics,81
11272,0882,Daniel Cox,11,American History,70
11273,0882,Daniel Cox,11,English 3,97
11274,0882,Daniel Cox,11,Computer Science,93
11275,0882,Daniel Cox,12,Precalculus,74
11276,0882,Daniel Cox,12,Environmental Science,80
11277,0882,Daniel Cox,12,American Government,73
11278,0882,Daniel Cox,12,English 4,93
11279,0882,Daniel Cox,12,Computer Science,97
11280,0883,Susan James,9,Algebra 1,93
11281,0883,Susan James,9,Biology,76
11282,0883,Susan James,9,World Geography,95
11283,0883,Susan James,9,English 1,70
11284,0883,Susan James,9,Music,75
11285,0883,Susan James,10,Geometry,88
11286,0883,Susan James,10,Chemistry,75
11287,0883,Susan James,10,World History,96
11288,0883,Susan James,10,English 2,71
11289,0883,Susan James,10,Computer Science,71
11290,0883,Susan James,11,Algebra 2,90
11291,0883,Susan James,11,Physics,78
11292,0883,Susan James,11,American History,99
11293,0883,Susan James,11,English 3,70
11294,0883,Susan James,11,Physical Education,72
11295,0884,Andrea Mejia,9,Algebra 1,91
11296,0884,Andrea Mejia,9,Biology,70
11297,0884,Andrea Mejia,9,World Geography,99
11298,0884,Andrea Mejia,9,English 1,73
11299,0884,Andrea Mejia,9,Yearbook,82
11300,0884,Andrea Mejia,10,Geometry,91
11301,0884,Andrea Mejia,10,Chemistry,70
11302,0884,Andrea Mejia,10,World History,100
11303,0884,Andrea Mejia,10,English 2,70
11304,0884,Andrea Mejia,10,Cooking,77
11305,0884,Andrea Mejia,11,Algebra 2,92
11306,0884,Andrea Mejia,11,Physics,70
11307,0884,Andrea Mejia,11,American History,96
11308,0884,Andrea Mejia,11,English 3,70
11309,0884,Andrea Mejia,11,Yearbook,81
11310,0884,Andrea Mejia,12,Precalculus,97
11311,0884,Andrea Mejia,12,Environmental Science,74
11312,0884,Andrea Mejia,12,Economics,100
11313,0884,Andrea Mejia,12,English 4,70
11314,0884,Andrea Mejia,12,Computer Science,79
11315,0885,Rebecca Cox MD,9,Geometry,82
11316,0885,Rebecca Cox MD,9,Biology,82
11317,0885,Rebecca Cox MD,9,World Geography,84
11318,0885,Rebecca Cox MD,9,English 1,92
11319,0885,Rebecca Cox MD,9,Computer Science,75
11320,0885,Rebecca Cox MD,10,Algebra 2,87
11321,0885,Rebecca Cox MD,10,Chemistry,78
11322,0885,Rebecca Cox MD,10,World History,84
11323,0885,Rebecca Cox MD,10,English 2,88
11324,0885,Rebecca Cox MD,10,Cooking,71
11325,0886,Richard Townsend,9,Geometry,99
11326,0886,Richard Townsend,9,Biology,97
11327,0886,Richard Townsend,9,World Geography,91
11328,0886,Richard Townsend,9,English 1,99
11329,0886,Richard Townsend,9,Cooking,91
11330,0886,Richard Townsend,10,Algebra 2,100
11331,0886,Richard Townsend,10,Chemistry,95
11332,0886,Richard Townsend,10,World History,93
11333,0886,Richard Townsend,10,English 2,100
11334,0886,Richard Townsend,10,Physical Education,94
11335,0886,Richard Townsend,11,Precalculus,100
11336,0886,Richard Townsend,11,Physics,98
11337,0886,Richard Townsend,11,American History,90
11338,0886,Richard Townsend,11,English 3,100
11339,0886,Richard Townsend,11,Music,89
11340,0887,Christine Lawrence,9,Algebra 1,99
11341,0887,Christine Lawrence,9,Biology,89
11342,0887,Christine Lawrence,9,World Geography,95
11343,0887,Christine Lawrence,9,English 1,76
11344,0887,Christine Lawrence,9,Physical Education,74
11345,0887,Christine Lawrence,10,Geometry,100
11346,0887,Christine Lawrence,10,Chemistry,91
11347,0887,Christine Lawrence,10,World History,96
11348,0887,Christine Lawrence,10,English 2,80
11349,0887,Christine Lawrence,10,Cooking,75
11350,0888,Stephanie Gross,9,Geometry,79
11351,0888,Stephanie Gross,9,Biology,89
11352,0888,Stephanie Gross,9,World Geography,74
11353,0888,Stephanie Gross,9,English 1,94
11354,0888,Stephanie Gross,9,Studio Art,98
11355,0888,Stephanie Gross,10,Algebra 2,83
11356,0888,Stephanie Gross,10,Chemistry,94
11357,0888,Stephanie Gross,10,World History,77
11358,0888,Stephanie Gross,10,English 2,95
11359,0888,Stephanie Gross,10,Computer Science,96
11360,0888,Stephanie Gross,11,Precalculus,84
11361,0888,Stephanie Gross,11,Physics,94
11362,0888,Stephanie Gross,11,American History,74
11363,0888,Stephanie Gross,11,English 3,99
11364,0888,Stephanie Gross,11,Physical Education,98
11365,0888,Stephanie Gross,12,Calculus,88
11366,0888,Stephanie Gross,12,Astronomy,90
11367,0888,Stephanie Gross,12,Economics,79
11368,0888,Stephanie Gross,12,English 4,95
11369,0888,Stephanie Gross,12,Physical Education,93
11370,0889,Latasha Parker,9,Algebra 1,98
11371,0889,Latasha Parker,9,Biology,75
11372,0889,Latasha Parker,9,World Geography,74
11373,0889,Latasha Parker,9,English 1,86
11374,0889,Latasha Parker,9,Computer Science,72
11375,0889,Latasha Parker,10,Geometry,100
11376,0889,Latasha Parker,10,Chemistry,78
11377,0889,Latasha Parker,10,World History,78
11378,0889,Latasha Parker,10,English 2,86
11379,0889,Latasha Parker,10,Cooking,70
11380,0889,Latasha Parker,11,Algebra 2,95
11381,0889,Latasha Parker,11,Physics,75
11382,0889,Latasha Parker,11,American History,81
11383,0889,Latasha Parker,11,English 3,90
11384,0889,Latasha Parker,11,Computer Science,71
11385,0889,Latasha Parker,12,Precalculus,92
11386,0889,Latasha Parker,12,Anatomy,71
11387,0889,Latasha Parker,12,American Government,86
11388,0889,Latasha Parker,12,English 4,86
11389,0889,Latasha Parker,12,Studio Art,70
11390,0890,Mark Robertson,9,Geometry,100
11391,0890,Mark Robertson,9,Biology,83
11392,0890,Mark Robertson,9,World Geography,77
11393,0890,Mark Robertson,9,English 1,91
11394,0890,Mark Robertson,9,Computer Science,70
11395,0891,Lori Martin,9,Algebra 1,91
11396,0891,Lori Martin,9,Biology,95
11397,0891,Lori Martin,9,World Geography,82
11398,0891,Lori Martin,9,English 1,72
11399,0891,Lori Martin,9,Music,72
11400,0892,Kimberly Bell,9,Algebra 1,80
11401,0892,Kimberly Bell,9,Biology,81
11402,0892,Kimberly Bell,9,World Geography,89
11403,0892,Kimberly Bell,9,English 1,90
11404,0892,Kimberly Bell,9,Yearbook,78
11405,0893,Brian Clarke,9,Geometry,79
11406,0893,Brian Clarke,9,Biology,78
11407,0893,Brian Clarke,9,World Geography,82
11408,0893,Brian Clarke,9,English 1,77
11409,0893,Brian Clarke,9,Music,70
11410,0893,Brian Clarke,10,Algebra 2,82
11411,0893,Brian Clarke,10,Chemistry,82
11412,0893,Brian Clarke,10,World History,87
11413,0893,Brian Clarke,10,English 2,80
11414,0893,Brian Clarke,10,Physical Education,71
11415,0893,Brian Clarke,11,Precalculus,79
11416,0893,Brian Clarke,11,Physics,81
11417,0893,Brian Clarke,11,American History,84
11418,0893,Brian Clarke,11,English 3,76
11419,0893,Brian Clarke,11,Studio Art,74
11420,0894,Robert Banks,9,Geometry,100
11421,0894,Robert Banks,9,Biology,98
11422,0894,Robert Banks,9,World Geography,78
11423,0894,Robert Banks,9,English 1,93
